,γ=0.1,γ=0.2,γ=0.4,γ=0.8
1,0.09829670425814552,0.06998516038417768,-0.002445695874800924,-0.0618400319930551
2,0.0958541138582738,0.11018334910761007,0.07780146503350593,0.010547210079068892
3,0.08783719789446653,0.09032804919610848,0.08252294694094697,0.02934028660425625
4,0.09287532725170933,0.07294360945454259,0.117317211427999,-0.07945924843788821
5,0.10872364743908136,0.07530629560138058,0.05849448486452791,-0.08101849190510158
6,0.08223528113377276,0.09831700347847327,0.07640664481321857,0.022571014320073024
7,0.09007084056837478,0.08975702047185274,0.03737666764955794,0.09336852473553092
8,0.0912639898096348,0.09628678760737275,0.021091498582990642,-0.04374029442694283
9,0.10080433544813294,0.09845198432875946,0.03731890456853759,-0.07787644975908603
10,0.1042020074825134,0.11581616083294777,0.06972229784842265,0.05475040723282665
11,0.09243057937281862,0.10757100633309125,0.022882221957957416,0.052128146204149406
12,0.10483970846714197,0.09793229042338591,0.023897012918610017,-0.1275507026070617
13,0.10614087802380623,0.0798187801512551,0.11973378109972854,0.04414484519451012
14,0.09956603506055584,0.0862244918219055,0.03545278058186119,-0.04762146514603505
15,0.09520445278184231,0.0712192145298498,0.15694229225923628,-0.028499703502584905
16,0.10032299415315649,0.07507155718575365,0.026043821264765787,0.1875365211479667
17,0.11635078657985987,0.10017110005122931,0.07661272689813603,0.01340989924192848
18,0.09470440700290594,0.07974222234553063,0.04695632073998324,0.005860679094731314
19,0.09878912807544316,0.0872971522599979,0.10691298272939243,-0.036740464063119926
20,0.10499230310542074,0.08275799794638306,0.06384150249986975,-0.00039195131391078775
21,0.09125439496035503,0.0846314562862025,0.037389428930599156,-0.08355227822072864
22,0.09484645577325468,0.10025912159787298,0.04803883555303412,-0.1090611094678553
23,0.09240808320144289,0.09595884955898959,0.10518425671513243,0.023340714819548358
24,0.09200939915934048,0.10735493430332532,0.0739658507903902,0.011515165932014737
25,0.08952515064611521,0.0980909937249228,0.020845767888270972,0.029743618515072345
26,0.08654194360715883,0.09951092714032983,0.05746908555428587,0.048016187237302166
27,0.12148293467397298,0.07474781078890058,0.08677561719100879,-0.03564655902216818
28,0.09942702315627594,0.0970445668876243,0.03272320674379281,-0.048094417351080776
29,0.09687841419190235,0.07471654013791595,0.13579573843198056,0.02763203566545691
30,0.09847474678869528,0.06348364732250067,0.04434273436457459,-0.05249456427947097
31,0.11094967920760035,0.07771241673393292,0.11555834224822492,-0.10104996521416876
32,0.08758260297045428,0.07260470254594154,0.03298733475813731,0.01368982786666928
33,0.09987885003275165,0.09609733188192604,0.042472180968020856,0.03617396811860307
34,0.09593683121130625,0.10893746468277388,0.08382970462628037,-0.00998000868665283
35,0.09992798069345765,0.08511465111383987,0.10118524784987604,0.04407223252456394
36,0.10527353760534597,0.11770627464372163,0.09386401939559796,-0.09134551532740842
37,0.10997298124476518,0.07239516154289549,0.10013834640538977,0.029580925532826985
38,0.0990667620289809,0.09763693044852517,0.015951250434392827,0.003935794008961935
39,0.08779480522558525,0.08230956291609526,0.08158155321175387,0.07701925205169968
40,0.09847336988729416,0.09692974688937395,0.09682463840123345,-0.10161421843032414
