,γ=0.1,γ=0.2,γ=0.4,γ=0.8
1,108.6385646846697,29.436605323007637,0.8847637898634736,0.04110028814972489
2,97.19347636547141,186.0953269657099,42.35829585565047,1.689780797183867
3,67.32792929131622,75.48475205387474,52.70545382773998,4.245692457796388
4,84.82640703186456,33.79441014735508,256.34475731346,0.015927622567641575
5,174.2470861719046,37.7232779753373,17.156550643535365,0.014633177016621373
6,52.00970574326997,108.73900553284244,39.702559302898486,3.0526281528799175
7,74.59953499034921,73.53325255715505,6.263596714163429,86.76176449457567
8,78.79364952018749,99.13088930381335,2.8394421023581544,0.10685449671832649
9,121.76054036644534,109.40921116974815,6.246182041213853,0.01735624146559444
10,142.04521827006263,239.6803109438582,29.07718957481651,14.370937036881658
11,83.11749033204777,165.4165350428574,3.0994278022419977,12.68913282272414
12,146.20550665668236,106.85082953064762,3.25697031452285,0.0010889548202848852
13,155.06797311415087,46.50973032606474,285.58739099527304,8.670366154306937
14,115.09747972604829,62.51432476394553,5.70840705899291,0.08719265974909948
15,94.35394047975348,31.182986172383295,1464.1475810151476,0.23558458725639048
16,119.12678993806149,37.31372455139571,3.6165583119624953,5399.4401714977585
17,245.49018654300116,118.30732175328433,40.08440767904835,1.9465121264102134
18,92.2238657028956,46.345142295244,9.918092617631368,1.3393422109300577
19,111.10092710832933,65.67688231692406,160.57356917714014,0.15387421614330732
20,147.21858741165948,53.28071197971033,22.072241986627855,0.9805894511735896
21,78.75901764534764,58.0911241256887,6.267450454830593,0.01274631939017595
22,92.82412000882204,118.78152217810756,10.444046486838229,0.003107390550625629
23,83.03195252839875,97.65902645899433,148.50274773891186,3.16965992889898
24,81.5302591066152,163.81069732315854,35.44243974144726,1.7726375009467341
25,72.7550257129489,107.62582141643603,2.8054764890101818,4.329676637709975
26,63.434394546814175,114.80941149989619,16.344965012795978,10.432767569417221
27,308.76884334879526,36.75601817631714,64.12011653365089,0.16285898465039222
28,114.37217258978096,102.6156372474465,5.0026119585731195,0.08505379418124907
29,101.84143206302934,36.702583982259796,582.1189572023516,3.9073447445342095
30,109.52262930817153,21.70405181761166,8.752910383495891,0.06746608467113828
31,192.6279906846168,42.1836667943958,236.92692204285527,0.004861582699807861
32,66.54456626045219,33.26479366222374,5.0669875584388215,1.973578583862237
33,116.74614424332829,98.2779365903841,8.002463810684649,5.910631223439822
34,97.56097385735585,175.93522590968647,55.98252459009952,0.6056172212560482
35,117.00717739865314,59.39930535609776,123.88514523473127,8.640269422145924
36,149.1037666431886,260.84616153298623,88.74969378575952,0.008316464148149662
37,184.34033398519009,32.94141821595294,118.13134135159322,4.295605621518641
38,112.51325959577827,105.42303898918982,2.2061927833273773,1.2170178142266193
39,67.19686706809617,52.188496693709425,50.461897846838724,40.84823780308565
40,109.51576537110027,102.08000882294303,101.59208671904528,0.004711329666213379
